"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"the-wall-street-journal","The Wall Street Journal","A.J. Baime","A High-Tech Sports Bar on Wheels for Justin Moore - The Wall Street Journal","""A High-Tech Sports Bar on Wheels for Justin Moore The Wall Street Journal A look inside the souped-up bus the country star calls Razorback, a tribute to the University of Arkansas.""","https://www.wsj.com/articles/a-high-tech-sports-bar-on-wheels-for-justin-moore-11567517551","https://images.wsj.net/im-102635/social","2019-09-03T13:32:00Z","""Justin Moore, 35, a country music singer and songwriter from Poyen, Ark., on his Razorback tour bus, as told to A.J. Baime. \r\nWhen you start out in this business and you get the opportunity to travel by tour bus, you are at the mercy of whatever you can affor… [+223 chars]""",0,19,0,7,0
"business-insider","Business Insider","Monica Chin","TCL's 4K smart TVs are on sale at Amazon right now — you can save up to $500 on select models","""TCL is an excellent budget TV brand, and its 43S425 and 75S425 TVs are great buys. TCL's 4-series TVs are known for their accurate colors, great viewing experience, and affordable price. Both sets use the smart Roku TV platform and support 4K content. For a l…""","https://www.businessinsider.com/tcl-roku-4k-tv-deals-amazon-2019-9","https://amp.businessinsider.com/images/5d6e88142e22af15790b9813-640-320.jpg","2019-09-03T16:15:00Z","""TCL's 4-series contains some of the best budget TVs that money can buy. They offer a great viewing experience and a variety of smart features. For a limited time, the 43-inch and 75-inch models are on sale for $100 and $500 off respectively. \r\n The massive 75… [+1363 chars]""",0,0,0,2,0
"abc-news","ABC News","The Associated Press","Greece drafting bid for Parthenon sculpture loan from UK","Greece is preparing a formal request to borrow the British Museum's collection of sculptures removed more than 200 years ago from the ancient Parthenon temple in Athens","https://abcnews.go.com/Entertainment/wireStory/greece-drafting-bid-parthenon-sculpture-loan-uk-65358412",null,"2019-09-03T15:13:02Z","""Greece is preparing a formal request to borrow the British Museum's sculptures removed more than 200 years ago from the ancient Parthenon temple on Athens' Acropolis.\r\nCulture Minister Lina Mendoni says her ministry is drafting a proposal for the loan, which … [+561 chars]""",0,0,0,0,0
"newsweek","Newsweek","Shane Croucher","Wisconsin Mother Shot Dead in Front of Son by Road Rage Driver After Driving Lesson Crash","Police said the Milwaukee woman confronted the other driver after a road accident and he pulled a gun.","https://www.newsweek.com/wisconsin-mother-shot-dead-son-road-rage-milwaukee-1457330","https://d.newsweek.com/en/full/1524607/wisconsin-milwaukee-road-rage-shooting.jpg","2019-09-03T12:07:42Z","""A mother teaching her teenage son to drive was reportedly shot dead during a road rage incident in Wisconsin.\r\nAccording to WISN, the victim in the Milwaukee incident was Tracey Smith, 46, a sergeant with the state's Department of Corrections.\r\nShe was giving… [+2065 chars]""",0,325,70,189,0
"the-wall-street-journal","The Wall Street Journal","Jeffrey Sparshott","Newsletter: How the U.S.-China Trade War is Rippling Through the Global Economy","""This is the web version of the WSJ’s newsletter on the economy. You can sign up for daily delivery here. The U.S.-China trade fight is affecting more and more of the world economy, the yuan and the pound hit fresh lows, and U.S. companies are offering a new b…""","https://blogs.wsj.com/economics/2019/09/03/newsletter-how-the-u-s-china-trade-war-is-rippling-through-the-global-economy/","https://images.wsj.net/im-103399","2019-09-03T10:59:39Z","""Sep 3, 2019 6:59 am ET\r\n This is the web version of the WSJs newsletter on the economy. You can sign up for daily delivery here. The U.S.-China trade fight is affecting more and more of the world economy, the yuan and the pound hit fresh lows, and U.S. compan… [+76 chars]""",0,0,0,2,0
"abc-news","ABC News","The Associated Press","Utah woman found with meth tries to ID herself as daughter","Authorities say a Utah woman arrested on suspicion of driving with a suspended license and having illegal drugs tried to persuade an officer she was her daughter","https://abcnews.go.com/US/wireStory/utah-woman-found-meth-id-daughter-65362148","https://s.abcnews.com/images/US/WireAP_a135033d20994143816c4343d3dc4d8e_16x9_992.jpg","2019-09-03T17:23:14Z","Authorities say a Utah woman arrested on suspicion of driving with a suspended license and having illegal drugs tried to persuade an officer she was her daughter.\r\nA probable cause statement says the 38-year-old Heather Elaine Garcia repeatedly identified her… [+539 chars]",0,0,0,0,0
"the-wall-street-journal","The Wall Street Journal","Esther Fung","Overseas Investors Unload U.S. Real Estate...","""In the second quarter, foreign investors pulled more money out of the U.S. commercial real-estate market than they put in""","https://www.wsj.com/articles/overseas-investors-unload-u-s-real-estate-11567508401","https://images.wsj.net/im-103084/social","2019-09-03T11:34:37Z","""A strong appetite among foreign investors for office buildings, apartments, malls and other real estate has in part fueled the long-running bull market in U.S. commercial property.\r\nNow, amid a maturing property market cycle and rising uncertainties in geopol… [+160 chars]""",0,6,6,61,0
"newsweek","Newsweek","Christina Zhao","""Ann Coulter Compares Hurricane to Undocumented Migrants, Says 'At Least Dorian Patiently Waits Outside Our Border'""","""\""At one mile an hour, at least you could outrun Hurricane Dorian,\"" Coulter tweeted.""","https://www.newsweek.com/ann-coulter-compares-hurricane-undocumented-migrants-says-least-dorian-patiently-waits-outside-1457268","https://d.newsweek.com/en/full/1524531/ann-coulter.jpg","2019-09-03T00:22:19Z","""As the slow-moving Hurricane Dorian continued to pound the Bahamas on Monday afternoon, Conservative commentator Ann Coulter compared the Category 4 storm to undocumented migrants seeking to enter the U.S.\r\nHurricane Dorian made three separate landfalls on th… [+2493 chars]""",0,1173,756,293,0
"bbc-news","BBC News","BBC World Service","Michelle Bachelet: Chile's first female president","""Michelle Bachelet's father died after being detained and tortured during the first year of General Pinochet's dictatorial rule in Chile. More than 40 years later, Michelle became Chile's first female president. Lyse Doucet hears the story of her remarkable li…""","https://www.bbc.co.uk/programmes/p07mbdpb","https://ichef.bbci.co.uk/images/ic/1200x675/p07m88xq.jpg","2019-09-03T13:12:00Z","""Michelle Bachelet's father died after being detained and tortured during the first year of General Pinochet's dictatorial rule in Chile. More than 40 years later, Michelle became Chile's first female president. Lyse Doucet hears the story of her remarkable li… [+2 chars]""",0,0,0,1,0
"cnn","CNN",null,"Live updates: Hurricane Dorian heads for the US - CNN","""Hurricane Dorian is tracking its way north, near Florida's east coast. Follow here for the latest forecasts and news updates.""","http://us.cnn.com/us/live-news/hurricane-dorian-us-florida/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190902153846-weather-forecast-track-20190902-3p-super-tease.jpg","2019-09-03T07:19:27Z","""Floridians are boarding up their homes and businesses and leaving behind messages for Hurricane Dorian.\r\n\""Dorian Olive U 2 go back 2 sea,\"" reads the board on Olive U Mediterranean Grill in Palm Beach Gardens, Florida.\r\nThe owner, Abdul, told CNN that staff we… [+380 chars]""",1,0,0,0,0
"cbs-news","CBS News","CBS News","Meet the hurricane hunters who fly into Dorian's eye","The crew drops GPS sensors while flying directly through the eye to the hurricane's edge and back again","https://www.cbsnews.com/news/hurricane-dorian-update-meet-the-hurricane-hunters-who-fly-into-dorians-eye/","https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/03/59c0117b-c4a9-4785-a6ed-f87c38d404ea/thumbnail/1200x630/e35a892a7af12adc72448925759f20e1/0903-ctm-hurricanehunter-barnett-1925454-640x360.jpg","2019-09-03T11:48:12Z","""Much of what we know about Hurricane Dorian comes from hurricane hunters who track storms from the sky. While flying into the eye of a hurricane may seem to be a terrifying thrill, it's vital for tracking Dorian's direction and speed.\r\nThe U.S. Air Force plan… [+1376 chars]""",0,339,45,87,0
"bbc-news","BBC News",null,"Mithali Raj: India's record run-scorer retires from T20 internationals","Indian women's cricketer Mithali Raj announces her retirement from international T20s.","https://www.bbc.co.uk/sport/cricket/49567559","https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/3187/production/_108597621_mithalirajbodygetty.jpg","2019-09-03T12:52:19Z","""Mithali Raj has played more than 300 internationals in all formats - the only woman to do so\r\nIndian women's cricketer Mithali Raj has announced her retirement from international T20s.\r\nRaj, 36, who is highest run-scorer in the women's international game, wil… [+442 chars]""",0,0,0,4,0
"al-jazeera-english","Al Jazeera English","Al Jazeera","""US, France, Britain may be complicit in Yemen war crimes: UN""","""UN investigators also compiled secret list of 160 'main actors' among Saudi, Emirati and Yemeni top brass.""","http://www.aljazeera.com/news/2019/09/france-britain-complicit-yemen-war-crimes-190903103122355.html","https://www.aljazeera.com/mritems/Images/2019/9/1/c6a514f18c7d4b15a8ad7869f719f302_18.jpg","2019-09-03T11:36:00Z","""The United States, United Kingdom and France may be complicit in war crimes in Yemen by arming and providing intelligence and logistics support to a Saudi-led coalition that starves civilians as a war tactic, the United Nations has said.\r\nA UN panel announced… [+3872 chars]""",1,0,0,0,0
"cnn","CNN","""Michelle Krupa, CNN""","Jury selection starts today in the sex abuse trial of actor Cuba Gooding Jr.","Actor Cuba Gooding Jr.'s sex abuse trial is set to begin Tuesday with jury selection in New York City.","https://www.cnn.com/2019/09/03/us/cuba-gooding-junior-forcible-touching-jury/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190626095343-cuba-gooding-jr--super-tease.jpg","2019-09-03T12:40:15Z","""(CNN)Actor Cuba Gooding Jr.'s sex abuse trial is set to begin Tuesday with jury selection in New York City.\r\nGooding is charged with forcible touching, a misdemeanor, and sex abuse in the third degree related to an alleged groping incident in June.\r\nA 29-year… [+1394 chars]""",0,12,8,40,0
"business-insider","Business Insider","Lisa Eadicicco","Samsung may be quietly developing another foldable phone that looks like an old-school flip phone","""Samsung is developing another foldable phone with a 6.7-inch screen that will resemble an old-school flip phone, according to Bloomberg. The phone is also expected to be thinner and less expensive than the nearly $2,000 Galaxy Fold, which will be launching th…""","https://www.businessinsider.com/samsung-new-foldable-phone-square-flip-phone-report-2019-9","https://amp.businessinsider.com/images/5d6e673a2e22af704366de48-1920-960.jpg","2019-09-03T13:43:56Z","""Samsung hasn't launched the Galaxy Fold yet, but it's already working on another foldable phone that could launch early next year, according to a new report from Bloomberg. \r\n The South Korean electronics giant is developing a foldable mobile device with a 6.… [+2286 chars]""",0,23,0,13,0
"cnn","CNN","""AJ Willingham, CNN""","""A Catholic school removes 'Harry Potter' from its shelves, claiming the books' spells are real""","A Catholic school in Nashville is receiving a lot of what a school leader called \"undesired attention\" over a decision to remove the \"Harry Potter\" book series from its shelves.","https://www.cnn.com/2019/09/03/us/harry-potter-catholic-church-st-edward-nashville-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190731194900-pba-harry-potter-books-super-tease.jpg","2019-09-03T17:05:28Z",null,0,55,45,91,0
"business-insider","Business Insider","Brittany Chang","""Lamborghini just announced its most powerful car ever, the hybrid electric Sián""","""Lamborghini announced on Tuesday its most powerful car ever, the Sián. It also doubles as the sports car maker's first model with a hybrid gas-electric powertrain. Only 63 units of the car will be made, each customized and styled by its respective owners, who…""","https://www.businessinsider.com/lamborghini-most-powerful-car-ever-first-hybrid-sports-car-sian-2019-9","https://amp.businessinsider.com/images/5d6e6eca2e22af14e113d903-1136-568.jpg","2019-09-03T17:10:56Z","""Lamborghini has announced the Sián, newly crowned the most powerful car it has ever produced. It also doubles as its first hybrid. \r\n The Sián has a combined horsepower rating of 819, 34 of which comes from its 48-volt electric motor. That beats the Lamborghi… [+1684 chars]""",0,40,0,1539,0
"business-insider","Business Insider","David Slotnick","""The Boeing 737 Max could be grounded through the holidays thanks to a series of new delays, and airlines are cancelling thousands of flights because of it (BA)""","""New delays in the effort to get the Boeing 737 Max back in the air could mean the plane won't be back in service by the holiday travel season, according to a new Wall Street Journal report. A Boeing briefing to international regulators in August was cut short…""","https://www.businessinsider.com/boeing-737-max-delay-holidays-american-united-flights-cancelled-2019-9","https://amp.businessinsider.com/images/5d6e8c6b2e22af0df9587205-1536-768.jpg","2019-09-03T17:28:11Z","""As the worldwide grounding of the Boeing 737 Max stretches into its sixth month, a new report suggests that Boeing's estimate for a November return to the skies is in serious jeopardy. \r\n Tensions between Boeing and international aviation regulators has threa… [+6301 chars]""",0,11,6,2865,0
"the-wall-street-journal","The Wall Street Journal","Anne Steele","Taylor Swift’s ‘Lover’ Hits No. 1 but Lags Prior Albums as Star Bets on Streaming","""Sales of singer’s latest release fall short of predecessors’, in latest sign of streaming platforms reshaping music industry""","https://www.wsj.com/articles/taylor-swifts-lover-hits-no-1-but-lags-prior-albums-as-star-bets-on-streaming-11567461523","https://images.wsj.net/im-102084/social","2019-09-03T00:31:44Z","""Sales of Taylor Swifts first album to hit streaming services and retail outlets simultaneously fell short of the pop singers last four albums, according to Nielsen Music. Even counting streaming activity, adjusted to make it comparable to album sales, Lover g… [+268 chars]""",0,65,47,14,0
"the-irish-times","The Irish Times",null,"""Heavyweights Atwood, Rushdie and 1,000-page epic in running for Booker Prize""","""Winner of £50,000 prize won last year by Anna Burns to be revealed next month""","https://www.irishtimes.com/culture/books/heavyweights-atwood-rushdie-and-1-000-page-epic-in-running-for-booker-prize-1.4006169","https://www.irishtimes.com/image-creator/?id=1.4006563&origw=1440","2019-09-03T15:40:00Z","""This years Booker Prize is shaping up to be a heavyweight battle, with two former winners, Margaret Atwood and Salman Rushdie, in contention alongside Lucy Ellmanns Ducks, Newburyport, which would be the longest winning novel in the prizes history at 998 page… [+198 chars]""",0,0,0,2,0
"newsweek","Newsweek","Ewan Palmer","White Supremacist Who Celebrated Dylann Roof Jailed After Sending Fake Anthrax to Queen Elizabeth II","The British man wrote a letter to the Charleston mass shooter thanking him for \"opening my eyes\" to racial \"cleansing.\"","https://www.newsweek.com/white-supremacist-queen-elizabeth-ii-anthrax-dylann-roof-1457406","https://d.newsweek.com/en/full/1524662/queen-elizabeth.jpg","2019-09-03T15:27:00Z","""A white supremacist who triggered a full scale security alert after sending fake anthrax to Queen Elizabeth II, as well as orchestrating a campaign of hate against Muslims, has been jailed for more than 12 years.\r\nDavid Parnham, 36, from Lincoln, England, ple… [+2856 chars]""",0,28,2,8,0
"newsweek","Newsweek","Jake Maher","Catholic Leaders March on ICE Office in New Jersey Against Child Separation at the Border","""Some Catholic leaders from New York and New Jersey have organized a demonstration in Newark, New Jersey, against the Trump administration's immigration policies.""","https://www.newsweek.com/catholic-leaders-protest-trump-immigration-1457401","https://d.newsweek.com/en/full/1523655/ice-officer.jpg","2019-09-03T15:34:04Z","""Some Catholic leaders from New York and New Jersey have organized a demonstration in Newark, New Jersey, against the Trump administration's immigration policies.\r\nProtesters plan to gather at a church and then march to an Immigration and Customs Enforcement o… [+2341 chars]""",0,1,0,1,0
"abc-news","ABC News","The Associated Press","'London literary pub' tour brings writers and writing home","A playful and IPA-fueled tour unlocks stories linked to London locations where renowned novelists and poets drank and debated literature","https://abcnews.go.com/Travel/wireStory/london-literary-pub-tour-brings-writers-writing-home-65361137","https://s.abcnews.com/images/Lifestyle/WireAP_95f7cffdccb544eeb9188535a7b91f8a_16x9_992.jpg","2019-09-03T16:47:27Z","""A bartender asks Gavin Smith whether he fancies a citrus pale ale or Kolsch-style lager at the Newman Arms a London pub dating back to 1730. The 47-year-old Liphook, England, resident makes his choice, then walks to a spot where writer George Orwell reportedl… [+6305 chars]""",0,0,0,0,0
"bbc-news","BBC News",null,"Christian Eriksen: Tottenham player wants 'Football Manager' solution to future","Tottenham midfielder Christian Eriksen says he wishes his future could have been resolved \"like in Football Manager\".","https://www.bbc.co.uk/sport/football/49567760","https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/3EE3/production/_108599061_eriksenlarge_getty.jpg","2019-09-03T13:00:01Z","Christian Eriksen scored his 50th Premier League goal in the 2-2 draw with Arsenal on Sunday\r\nChristian Eriksen has admitted that he wishes his future could have been resolved \"like in Football Manager\".\r\nEriksen is in the final year of his Tottenham contract… [+1290 chars]",0,84,32,8,0
"bbc-news","BBC News","BBC News","Birmingham New Street: Young pianist's playing goes viral","A schoolboy with autism wins social media fans after a performance at Birmingham New Street station.","https://www.bbc.co.uk/news/av/uk-england-birmingham-49568497/birmingham-new-street-young-pianist-s-playing-goes-viral","https://ichef.bbci.co.uk/news/1024/branded_news/105B7/production/_108599966_p07mbcm1.png","2019-09-03T13:16:34Z",null,0,151,20,76,0
"cnn","CNN","""Analysis by Chris Cillizza, CNN Editor-at-large""","Analysis: 1 quote that explains the 2020 Democratic primary","There are all sorts of ways to think about the 2020 Democratic primary. Liberal vs. moderate! Old vs. young! Establishment vs. outsider!","https://www.cnn.com/2019/09/03/politics/joe-biden-democratic-primary-2020/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190827102040-01-joe-biden-iowa-august-21-2019-super-tease.jpg","2019-09-03T17:21:42Z","""THE POINT -- NOW ON YOUTUBE! \r\nIn each episode of his weekly YouTube show, Chris Cillizza will delve a little deeper into the surreal world of politics. Click to subscribe!""",0,31,7,32,0
"cnn","CNN","""Julia Horowitz, CNN Business""","Brexit turmoil is bashing the pound again",null,"https://www.cnn.com/2019/09/03/investing/pound-sterling-brexit/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190903030148-british-pound-falls-super-tease.jpg","2019-09-03T08:44:48Z",null,0,41,14,48,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","Alabama teen admits killing five family members","""The 14-year-old's father, stepmother and siblings are reportedly among those killed in the shooting.""","https://www.bbc.co.uk/news/world-us-canada-49568967","https://ichef.bbci.co.uk/news/1024/branded_news/17390/production/_108602159_alabama2.jpg","2019-09-03T15:05:03Z","""A 14-year-old boy in Alabama has confessed to killing five members of his own family, US police say.\r\nThose killed were the boy's father, stepmother and siblings, local media report. Three were found dead at the scene while the other two died in hospital.\r\nPo… [+1060 chars]""",0,54,22,135,0
"cnn","CNN","""Judson Jones and Brandon Miller, CNN Meteorologists""","What Dorian is expected to do as it crawls toward the US","Hurricane Dorian is crawling toward the US. It is forecast to continue to lash Grand Bahama as the hurricane's outer bands move ashore in Florida.","https://www.cnn.com/2019/09/03/weather/major-hurricane-dorian-timeline-florida-georgia-south-carolina/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190903074339-weather-dorian-radar-image-20190903-8p-super-tease.jpg","2019-09-03T12:00:49Z",null,0,1264,945,505,0
"espn","ESPN","Vaughn McClureESPN Staff Writer ","Falcons RB swaps number to honor slain brother","""Falcons coach Dan Quinn gave rookie running back Qadree Ollison permission to switch numbers from No. 32 to No. 30 so Ollison could honor his late brother, who was murdered in 2017.""","http://espn.go.com/nfl/story/_/id/27526589/falcons-rb-swaps-number-honor-slain-brother","https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0507%2Fr539580_1296x729_16%2D9.jpg","2019-09-03T12:21:00Z","""FLOWERY BRANCH, Ga. - Atlanta Falcons coach Dan Quinn gave rookie running back Qadree Ollison permission to switch numbers from No. 32 to No. 30 so Ollison could honor his late brother, who was murdered in 2017.\r\nOllison's older brother, LeRowne Harris, wore … [+2178 chars]""",1,0,0,0,0
"cbs-news","CBS News","CBS News","At least 8 killed in Southern California boat fire","Authorities recovered four bodies and located four others near the wreckage of a boat that caught fire off the coast of California. The vessel remains on the ocean floor and has been described as unstable. Watch the latest update here.","https://www.cbsnews.com/video/deadly-southern-california-boat-fire-2019-09-02-latest-updates/","https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/03/7c1d2da7-2494-4fea-b0f9-df31ef776f6e/thumbnail/1200x630/044585396d2cbc62e417215e294212dc/cbsn-fusion-deadly-southern-california-boat-fire-2019-09-02-latest-updates-thumbnail-1925371-640x360.jpg","2019-09-03T00:14:32Z",null,0,3,1,2,0
"abc-news","ABC News","ABC News","WATCH: Man wades through flooded home as Dorian batters the Bahamas","A Freeport man walked through knee-deep water in his home as storm surge from Hurricane Dorian flooded the island.","https://abcnews.go.com/International/video/man-wades-flooded-home-dorian-batters-bahamas-65359505","https://s.abcnews.com/images/International/190903_abc_social_freeport_flood_hpMain_16x9_992.jpg","2019-09-03T16:19:13Z","""<li>Now Playing: Hurricane Dorian, Mont Blanc Ultra Trail race, JOuvert Festival: World in Photos\r\n</li><li>Now Playing: Hurricane Dorian effects being felt in Florida\r\n</li><li>Now Playing: Man wades through flooded home as Dorian batters the Bahamas\r\n</li><… [+1211 chars]""",0,0,0,5,0
"the-irish-times","The Irish Times","Vivienne Clarke","""Government needs to come clean on likely no-deal Brexit, says Micheál Martin""","""‘Public needs to know now what plans are in place,’ says Fianna Fáil leader""","https://www.irishtimes.com/news/politics/government-needs-to-come-clean-on-likely-no-deal-brexit-says-miche%C3%A1l-martin-1.4006301","https://www.irishtimes.com/image-creator/?id=1.4006300&origw=1440","2019-09-03T10:56:31Z","""Fianna Fáil leader Micheál Martin wants the Government to admit that a no-deal Brexit is now the expected outcome rather than a fear and also need to be transparent with the public about their plans.\r\nThe issue is too important to be left until October 31st, … [+2430 chars]""",0,1,0,2,0
"bbc-news","BBC News",null,"US Open 2019: Johanna Konta loses to Elina Svitolina in quarter-finals","Britain's Johanna Konta misses out on the US Open semi-finals after she is worn down by Ukrainian fifth seed Elina Svitolina.","https://www.bbc.co.uk/sport/tennis/49572358","https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/FDA2/production/_108603946_konta_epa2.jpg","2019-09-03T17:55:15Z","""Konta has lost on all three of her appearances on the Ashe showcourt at Flushing Meadows\r\n<table><tr><th>US Open 2019</th></tr>\r\n<tr><td>Venue: Flushing Meadows, New York Dates: 26 Aug - 8 Sep</td></tr><tr><td>Coverage: Live text and BBC Radio 5 Live Sports E… [+1695 chars]""",0,0,0,11,0
"abc-news","ABC News","ABC News","WATCH: Dramatic footage taken from the eye of Hurricane Dorian","Video shows the sun beaming down on swirling clouds around the eye of Hurricane Dorian as the deadly storm hovers over the Bahamas.","https://abcnews.go.com/International/video/dramatic-footage-eye-hurricane-dorian-65356263","https://s.abcnews.com/images/International/190903_abc_social_eye_storm_hpMain_16x9_992.jpg","2019-09-03T15:37:49Z","""<li>Now Playing: Hurricane Dorian, Mont Blanc Ultra Trail race, JOuvert Festival: World in Photos\r\n</li><li>Now Playing: Dramatic footage taken from the eye of Hurricane Dorian\r\n</li><li>Now Playing: Hurricane Dorian pummels the Bahamas \r\n</li><li>Now Playing… [+1324 chars]""",0,0,0,12,0
"newsweek","Newsweek","Jenni Fink","""Bush, Clinton Political Strategists Go 'Off The Record' To Teach Harvard Students About Campaigns""","""Higher education is being criticized for not preparing students for the real world, which is exactly what this course attempts to do.""","https://www.newsweek.com/harvard-university-robby-mook-scott-jennings-political-campaign-course-1457390","https://d.newsweek.com/en/full/1524665/harvard-clinton-bush-campaign-class.jpg","2019-09-03T15:08:07Z","""Harvard University classes are back in session and for some students, the semester will include gaining insight into political campaigns unique to the Ivy League's campus.\r\nClasses began on Tuesday, and one titled \""Modern American Political Campaigns\"" is co-t… [+3820 chars]""",0,3,3,5,0
"the-new-york-times","The New York Times","Andrew Higgins","""Hong Kong Was Once Passionate About China. Now, It’s Indifferent or Contemptuous.""","""Hong Kong’s intellectual and emotional links with the mainland, once strong, are withering, and this distance and disinterest could be the biggest threat facing Beijing.""","https://www.nytimes.com/2019/09/03/world/asia/hong-kong-protests-china-disengagement.html","https://static01.nyt.com/images/2019/08/29/world/00hongkong-dispatch-1/00hongkong-dispatch-1-facebookJumbo.jpg","2019-09-03T06:59:04Z","""Even Communist Party-controlled newspapers in the city that were run largely by Hong Kongers during British rule are now staffed at their senior levels by mainlanders who view Hong Kong through a prism fixed decades ago by Chinas late paramount leader, Deng X… [+1718 chars]""",0,687,331,216,0
"abc-news","ABC News","The Associated Press","No one found alive after dive boat catches fire; 34 dead","Officials say 34 people have died after a boat packed with scuba divers caught fire near an island off the Southern California coast and they have called off search efforts for survivors","https://abcnews.go.com/Travel/wireStory/found-alive-dive-boat-catches-fire-34-dead-65362734","https://s.abcnews.com/images/Lifestyle/WireAP_f560b713aa8c4bdca07432225ba27720_16x9_992.jpg","2019-09-03T17:40:44Z","Officials said Tuesday that 34 people died after a boat packed with scuba divers caught fire near an island off the Southern California coast and they have called off search efforts for survivors.\r\nThe Coast Guard and law enforcement said no one has been foun… [+5735 chars]",0,0,0,0,0
"cnn","CNN","""Ben Morse, for CNN""","Christian Coleman: Athletes criticize 'loophole' after sprinter avoids ban","Athletes have criticised the US Anti-Doping Agency's (USADA) decision to drop its charges against  sprinter Christian Coleman following the advice of the World Anti-Doping Agency (WADA).","https://edition.cnn.com/2019/09/03/sport/christian-coleman-usada-doping-dropped-wada-spt-intl/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190903122832-christian-coleman-2019-diamond-league-super-tease.jpg","2019-09-03T12:12:55Z","""I was aware of the rule...I don't agree with it. Crazy! Unfortunately, the rules are not being applied universally. How many athletes have missed 3 tests in a 12 month period without being made aware of the rule? https://t.co/gmhSQG7AXo\r\n— Ali Jawad (@AliJawa… [+21 chars]""",0,5,2,25,0
"bbc-news","BBC News","BBC News","West 'may be held responsible for Yemen crimes'","""The US, UK and France provide arms and logistical support to a Saudi-led coalition fighting there.""","http://www.bbc.co.uk/news/world-middle-east-49563073","https://ichef.bbci.co.uk/news/1024/branded_news/E6F0/production/_108602195_mediaitem108594831.jpg","2019-09-03T17:22:49Z","""Image copyrightAFPImage caption\r\n The UN experts investigated a coalition air strike on a bus carrying children in August 2018\r\nThe UK, US, France and Iran may be complicit in possible war crimes in Yemen over their support for parties to the conflict there, … [+3979 chars]""",1,0,0,0,0
"the-irish-times","The Irish Times","Ciara O'Brien","Get smart: How to limit your child’s screentime","""How much time do you spend on your smartphone? How about your child? If you don’t know the answer to either of those questions, perhaps you should. While there are benefits of owning a smartphone, the pitfalls have also been documented. A study by the Economi…""","https://www.irishtimes.com/life-and-style/health-family/get-smart-how-to-limit-your-child-s-screentime-1.3998606","https://www.irishtimes.com/image-creator/?id=1.3998604&origw=1440","2019-09-03T16:01:00Z","""How much time do you spend on your smartphone? How about your child? If you dont know the answer to either of those questions, perhaps you should.\r\nWhile there are benefits of owning a smartphone, the pitfalls have also been documented. A study by the Economi… [+5146 chars]""",0,0,0,0,0
"newsweek","Newsweek","Jason Murdock","""Hurricane Dorian: Scams and Fraud to Be Aware of, from Price-Gouging to Fake Charities""","""In the past, destructive natural disasters have been exploited by scammers. Experts say it is vital to be aware of what to look out for.""","https://www.newsweek.com/hurricane-dorian-scams-fraud-aware-price-gouging-fake-charities-1457403","https://d.newsweek.com/en/full/1524686/hurricane-dorian.jpg","2019-09-03T16:07:07Z","""As Hurricane Dorian continues to bear down upon the Bahamas, U.S. authorities warn about a variety of scams that can arise during natural disasters.\r\nThe National Weather Service said today the \""devastating\"" hurricane is expected to remain a powerful storm ov… [+4534 chars]""",0,0,0,1,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","Diageo faces wave of strikes in Scotland over pay","Unions say the action later this month will hit all of the drinks giant's sites north of the border.","https://www.bbc.co.uk/news/uk-scotland-scotland-business-49567360","https://ichef.bbci.co.uk/news/1024/branded_news/79A8/production/_108344113_tv035333071.jpg","2019-09-03T16:07:49Z","""Image copyrightGetty Images\r\nSpirits giant Diageo is facing major disruption to its Scottish operations after unions announced a series of strikes in a dispute over pay.\r\nGMB Scotland said a \""rolling programme of action\"" would run from 17 to 27 September, hit… [+2369 chars]""",0,0,0,3,0
"the-new-york-times","The New York Times",null,"""New & Noteworthy, From Abraham Lincoln to Dogs and Their People""","""A selection of recent books of interest; plus, a peek at what our colleagues around the newsroom are reading.""","https://www.nytimes.com/2019/09/03/books/review/new-this-week.html","https://static01.nyt.com/images/2019/09/03/books/review/08newnoteworthy1/15newnoteworthy1-facebookJumbo.jpg","2019-09-03T16:26:05Z","""ALL THE POWERS OF EARTH: The Political Life of Abraham Lincoln Vol. 3,1856-1860, by Sidney Blumenthal. (Simon &amp; Schuster, $35.) The third volume of Blumenthals monumental biography covers the Lincoln-Douglas debates and lays the groundwork for Lincolns as… [+877 chars]""",0,1,0,5,0
